"","ID","Chain","SouthJ","CentralJ","NorthJ","PA1","PA2","Shore","Group","Empl","C.Owned","Hours.Opening","Soda","Fries","Treatment"
"31",41,1,0,0,0,1,0,0,0,0,0,16.5,0.98,0.82,0
"32",42,1,0,0,0,1,0,0,0,17,0,16.5,0.98,0.83,0
"33",45,1,0,0,0,1,0,0,0,0,0,16,0.98,0.83,0
"34",47,1,0,0,0,1,0,0,0,25,0,17,1.05,0.86,0
"35",48,1,0,0,0,1,0,0,0,6,0,14,1.01,0.84,0
"36",50,2,0,0,0,1,0,0,0,6,0,12,1.01,0.89,0
"37",51,2,0,0,0,1,0,0,0,0,0,13,1.01,0.89,0
"38",57,4,0,0,0,1,0,0,0,30,1,12,0.87,0.79,0
"39",58,4,0,0,0,1,0,0,0,8,1,12,0.87,0.77,0
"40",59,4,0,0,0,1,0,0,0,0,0,10.5,0.91,0.89,0
"41",60,4,0,0,0,1,0,0,0,10,0,11.5,0.94,0.74,0
"42",407,2,0,0,0,0,1,0,0,2,1,10,0.95,0.74,0
"43",430,1,0,0,0,1,0,0,0,20,0,15,0.95,0.75,0
"44",432,1,0,0,0,1,0,0,0,20,0,16,0.94,0.74,0
"45",433,1,0,0,0,1,0,0,0,10,0,16,0.95,0.73,0
"46",434,1,0,0,0,1,0,0,0,15,0,16,0.95,0.75,0
"47",435,1,0,0,0,1,0,0,0,1,0,15.5,0.95,0.75,0
"48",438,2,0,0,0,1,0,0,0,0,0,8,1.01,0.84,0
"49",440,4,0,0,0,1,0,0,0,0,0,11.5,0.89,0.79,0
"50",441,4,0,0,0,1,0,0,0,30,0,11.5,0.89,0.77,0
"51",443,4,0,0,0,1,0,0,0,4,0,11.5,0.89,0.79,0
"52",444,4,0,0,0,1,0,0,0,12,0,12.5,0.89,0.8,0
"53",446,1,0,0,0,0,1,0,0,NA,0,18,1.03,0.84,0
"54",448,1,0,0,0,0,1,0,0,8,0,18,0.97,0.84,0
"55",449,1,0,0,0,0,1,0,0,0,0,18,NA,NA,0
"56",450,1,0,0,0,0,1,0,0,2,0,16.5,0.97,0.82,0
"57",454,2,0,0,0,0,1,0,0,1,1,10,0.94,0.73,0
"58",459,3,0,0,0,0,1,0,0,5,1,16,1.05,0.9,0
"59",466,4,0,0,0,0,1,0,0,8,0,11.5,0.94,0.8,0
"60",471,1,0,0,0,0,1,0,0,25,0,18,0.97,0.84,0
"61",472,1,0,0,0,0,1,0,0,37.5,0,16.5,0.97,1.05,0
"62",473,1,0,0,0,0,1,0,0,5,0,17,0.97,0.86,0
"63",475,1,0,0,0,0,1,0,0,25,0,15,1.02,0.89,0
"64",476,1,0,0,0,1,0,0,0,6,0,18,0.95,0.79,0
"65",477,1,0,0,0,0,1,0,0,8,0,16.5,0.97,0.78,0
"66",478,1,0,0,0,1,0,0,0,32,0,19,0.97,0.86,0
"67",485,2,0,0,0,0,1,0,0,1,1,10,0.95,0.74,0
"68",491,3,0,0,0,0,1,0,0,4,0,13,1.05,0.91,0
"69",492,3,0,0,0,0,1,0,0,2,1,12.5,1.11,1.05,0
"70",497,4,0,0,0,0,1,0,0,12,1,12,0.91,0.84,0
"71",498,4,0,0,0,0,1,0,0,20,1,12,0.91,0.84,0
"72",501,1,0,0,0,0,1,0,0,14,0,16.5,0.84,0.84,0
"73",503,1,0,0,0,0,1,0,0,7.5,0,16.5,0.97,0.84,0
"74",510,3,0,0,0,0,1,0,0,7,1,16,1.05,0.91,0
"75",511,3,0,0,0,0,1,0,0,4,1,16.5,1.01,0.91,0
"76",514,3,0,0,0,0,1,0,0,5,0,16,0.94,0.9,0
"77",516,3,0,0,0,0,1,0,0,6,1,16,1.05,0.91,0
"78",521,1,0,0,0,1,0,0,0,2.5,0,16.5,NA,NA,0
"79",522,1,0,0,0,1,0,0,0,2,0,16,1,0.87,0
"80",113,1,0,1,0,0,0,0,1,0,0,16,1.06,0.95,0
"81",123,1,0,1,0,0,0,0,1,0,0,14.5,1.06,0.95,0
"82",135,3,0,1,0,0,0,0,1,10,0,12.5,NA,NA,0
"83",138,3,0,0,1,0,0,0,1,4.5,1,11.5,1.12,1.07,0
"84",153,1,0,0,1,0,0,0,1,0,0,17,1,0.95,0
"85",181,2,0,0,1,0,0,0,1,0,0,11,0.91,0.79,0
"86",191,4,0,0,1,0,0,0,1,30,0,12,1.06,0.95,0
"87",231,1,0,0,1,0,0,0,1,NA,0,16,1.02,1.02,0
"88",236,1,0,0,1,0,0,0,1,0,0,17,1.18,1.02,0
"89",254,4,1,0,0,0,0,1,1,20,0,16,1.06,0.86,0
"90",255,4,1,0,0,0,0,0,1,0,0,14,1.01,0.79,0
"91",294,1,0,0,1,0,0,0,1,0,0,16,1.06,0.95,0
"92",306,3,0,0,1,0,0,0,1,15,1,17,1.02,NA,0
"93",311,4,0,0,1,0,0,0,1,0,0,11.5,0.91,0.91,0
"94",315,1,1,0,0,0,0,0,1,5,0,16,1,0.85,0
"95",335,1,1,0,0,0,0,0,1,9,1,17,1.06,0.92,0
"96",372,1,0,0,1,0,0,0,1,0,1,19,1.1,0.95,0
"97",6,3,0,1,0,0,0,0,1,2,1,7,1.2,1.17,0
"98",14,2,0,1,0,0,0,0,1,10,0,11,1.06,0.85,0
"99",26,1,0,0,1,0,0,0,1,30,0,16,1.06,0.91,0
"100",27,2,0,1,0,0,0,0,1,4,1,10,1.06,0.85,0
"101",30,2,0,0,1,0,0,0,1,6,0,10,1.06,1.06,0
"102",31,2,0,1,0,0,0,0,1,4,0,11,1.03,1.06,0
"103",33,3,0,0,1,0,0,0,1,12,0,17,1.02,1.07,0
"104",36,4,0,1,0,0,0,0,1,8,0,13,1.02,0.91,0
"105",77,3,0,0,1,0,0,0,1,6,0,19,1.18,1.07,0
"106",78,3,0,0,1,0,0,0,1,13,1,17,1.12,1.02,0
"107",81,4,0,0,1,0,0,0,1,25,0,12,1.06,0.98,0
"108",82,4,0,0,1,0,0,0,1,8,0,13.5,1.06,1.03,0
"109",83,4,0,0,1,0,0,0,1,12.5,0,13.5,1.06,0.98,0
"110",85,1,0,1,0,0,0,1,1,7,0,12.5,1.12,1.02,0
"111",89,1,0,1,0,0,0,0,1,10,1,16,1.09,0.95,0
"112",94,2,0,1,0,0,0,0,1,0,0,10,1.06,0.8,0
"113",103,4,0,0,1,0,0,0,1,12.5,0,11.5,0.91,0.85,0
"114",112,4,0,0,1,0,0,0,1,4,0,14,1.06,0.98,0
"115",128,2,0,1,0,0,0,0,1,6.5,1,11,1.06,0.85,0
"116",129,3,0,1,0,0,0,0,1,20,0,16,1.1,1,0
"117",131,3,0,1,0,0,0,0,1,15,0,17,1.06,1.06,0
"118",139,4,0,1,0,0,0,0,1,NA,0,12.5,0.95,0.95,0
"119",143,4,0,1,0,0,0,0,1,0,0,11.5,0.95,0.95,0
"120",144,4,0,1,0,0,0,0,1,10,0,12.5,0.91,0.85,0
"121",145,1,0,0,1,0,0,0,1,5,0,16,1.06,0.95,0
"122",147,1,0,0,1,0,0,0,1,8.5,0,14,1.12,0.89,0
"123",148,1,0,0,1,0,0,0,1,4.5,0,17,1.06,0.95,0
"124",151,1,0,0,1,0,0,0,1,1,0,15,1.09,0.81,0
"125",152,1,0,0,1,0,0,0,1,35,0,15,1.17,0.95,0
"126",157,2,0,0,1,0,0,0,1,10,0,12,0.91,0.85,0
"127",161,3,0,0,1,0,0,0,1,8,1,17,1.12,1.02,0
"128",163,3,0,0,1,0,0,0,1,12,1,16.5,1.2,1.07,0
"129",164,3,0,0,1,0,0,0,1,4,1,19,1.12,1.02,0
"130",165,4,0,0,1,0,0,0,1,20,0,12.5,1.06,0.89,0
"131",169,1,0,0,1,0,0,0,1,12,1,16,1.1,0.94,0
"132",170,1,0,0,1,0,0,0,1,10,1,16,1.1,1.02,0
"133",187,3,0,0,1,0,0,1,1,4,0,15,1.12,1.09,0
"134",190,3,0,0,1,0,0,0,1,5,1,16,1.02,1.07,0
"135",196,4,0,0,1,0,0,0,1,8,1,11.5,0.95,0.85,0
"136",197,1,0,0,1,0,0,0,1,23,0,17,0.99,0.89,0
"137",234,1,0,0,1,0,0,0,1,0,0,16,1.12,NA,0
"138",240,3,0,0,1,0,0,0,1,15,1,17,1.18,1.02,0
"139",241,3,0,0,1,0,0,0,1,15,0,16,1.12,1.02,0
"140",242,3,0,0,1,0,0,0,1,25,1,17,1.1,1.02,0
"141",245,3,0,0,1,0,0,0,1,15,0,13.5,1.2,1.02,0
"142",259,1,1,0,0,0,0,0,1,13,0,14.5,1.02,0.85,0
"143",268,1,1,0,0,0,0,0,1,10,1,15,1.02,0.85,0
"144",271,2,1,0,0,0,0,0,1,0,1,11,1.02,0.79,0
"145",272,2,1,0,0,0,0,0,1,4,1,11,0.95,0.74,0
"146",274,2,1,0,0,0,0,0,1,0,1,10,0.91,0.74,0
"147",276,2,1,0,0,0,0,0,1,5,1,10.5,0.95,0.74,0
"148",296,1,0,0,1,0,0,0,1,5,1,16,1.06,0.95,0
"149",299,2,0,0,1,0,0,0,1,3,1,11.5,1.06,0.85,0
"150",301,2,0,0,1,0,0,0,1,8,1,10.5,1.06,0.85,0
"151",320,2,1,0,0,0,0,1,1,5,0,12,1.12,0.8,0
"152",321,2,1,0,0,0,0,1,1,3,0,12.5,1.12,0.85,0
"153",324,3,1,0,0,0,0,0,1,20,0,24,1.18,1.06,0
"154",326,3,1,0,0,0,0,1,1,18,1,24,1.26,0.99,0
"155",330,4,1,0,0,0,0,1,1,4,0,15.5,1.01,0.86,0
"156",334,1,1,0,0,0,0,0,1,10,0,12.5,0.91,0.91,0
"157",349,3,1,0,0,0,0,0,1,2.5,1,16,1.12,0.91,0
"158",354,4,1,0,0,0,0,0,1,14,0,10.5,0.95,0.86,0
"159",356,4,1,0,0,0,0,0,1,11.5,0,11.5,0.95,0.8,0
"160",357,4,0,0,1,0,0,0,1,4.5,0,11.5,0.95,0.86,0
"161",371,1,0,0,1,0,0,0,1,12,0,16,1.06,1.02,0
"162",373,1,0,0,1,0,0,0,1,14,1,15.5,1.01,0.95,0
"163",375,1,0,0,1,0,0,0,1,25,0,15,1.02,0.8,0
"164",378,1,0,0,1,0,0,0,1,10,1,18.5,1.1,0.96,0
"165",381,1,0,0,1,0,0,0,1,10,0,16.5,1.27,1.17,0
"166",403,3,0,0,1,0,0,0,1,13,1,18,1.09,1.12,0
"167",406,4,0,0,1,0,0,0,1,12,1,11.5,1.02,NA,0
"168",407,4,0,0,1,0,0,0,1,5,1,10.5,1.17,1.17,0
"169",409,1,0,0,1,0,0,0,1,3,0,15,1.19,0.87,0
"170",1,1,0,1,0,0,0,0,1,16,0,16,0.93,0.83,0
"171",2,1,0,1,0,0,0,0,1,10,0,14,1.06,0.91,0
"172",3,2,0,1,0,0,0,0,1,6,0,10,1.06,0.95,0
"173",4,3,0,1,0,0,0,0,1,10,0,12.5,1.06,1,0
"174",5,3,0,1,0,0,0,0,1,5,0,17,0.95,NA,0
"175",8,4,0,1,0,0,0,0,1,NA,0,12,1.02,0.91,0
"176",9,1,0,1,0,0,0,0,1,12,0,16,1.04,0.67,0
"177",10,1,0,1,0,0,0,0,1,15,0,16,1.04,0.85,0
"178",11,1,0,1,0,0,0,0,1,10,0,16,1.09,0.89,0
"179",12,1,0,1,0,0,0,0,1,6.5,0,16,1.05,0.79,0
"180",13,2,0,1,0,0,0,0,1,0,0,10,1.06,0.95,0
"181",15,3,0,1,0,0,0,0,1,3,0,17,1.02,0.98,0
"182",16,3,0,1,0,0,0,0,1,6,0,17,1,1,0
"183",17,3,0,1,0,0,0,0,1,0,0,17,1.06,1,0
"184",18,3,0,1,0,0,0,0,1,15,0,17,NA,NA,0
"185",19,1,1,0,0,0,0,0,1,4,0,16,1.05,0.91,0
"186",21,2,1,0,0,0,0,0,1,5,0,10.5,1.06,0.8,0
"187",22,3,1,0,0,0,0,0,1,3,0,16,1.06,0.84,0
"188",23,1,0,0,1,0,0,0,1,0,0,16,1.06,0.95,0
"189",24,1,0,1,0,0,0,0,1,15,0,16,1.06,0.95,0
"190",28,2,0,0,1,0,0,0,1,0,0,10,1.06,1.17,0
"191",29,2,0,0,1,0,0,0,1,0,0,11,1.06,1.01,0
"192",32,3,0,0,1,0,0,0,1,10,0,11.5,1.12,1.02,0
"193",34,3,0,0,1,0,0,0,1,5,1,11.5,1.12,1.02,0
"194",35,4,0,0,1,0,0,0,1,25,0,11.5,0.96,0.95,0
"195",38,1,0,1,0,0,0,0,1,15,0,17,1.05,0.95,0
"196",63,1,0,0,1,0,0,0,1,26,1,18,1.1,0.97,0
"197",64,1,0,0,1,0,0,0,1,20,0,16,1.06,0.95,0
"198",65,1,0,0,1,0,0,0,1,0,0,15.5,1.06,0.85,0
"199",66,1,0,0,1,0,0,0,1,15,0,17,1.06,0.95,0
"200",67,1,0,0,1,0,0,0,1,5,0,13.5,1.17,1.06,0
"201",68,1,0,0,1,0,0,0,1,30,0,17,1.07,1.02,0
"202",69,1,0,0,1,0,0,0,1,0,0,18,1.17,0.95,0
"203",70,1,0,0,1,0,0,0,1,35,0,16,1.06,0.95,0
"204",71,1,0,0,1,0,0,0,1,0,0,17,1.06,0.95,0
"205",73,2,0,0,1,0,0,0,1,0,0,12,1.06,1.06,0
"206",75,2,0,0,1,0,0,0,1,3,0,11,1.17,1.27,0
"207",76,3,0,0,1,0,0,0,1,8,1,17,1.12,1.02,0
"208",79,3,0,0,1,0,0,0,1,6,1,17,1.17,1.02,0
"209",80,4,0,0,1,0,0,0,1,4.5,0,11.5,1.06,0.98,0
"210",84,1,0,1,0,0,0,0,1,4,0,16,1.04,0.85,0
"211",86,1,0,1,0,0,0,0,1,11,0,15,1.06,0.94,0
"212",87,1,0,1,0,0,0,1,1,0,0,15,1.06,0.86,0
"213",88,1,1,0,0,0,0,0,1,3,0,15,1.06,0.87,0
"214",91,1,0,1,0,0,0,1,1,8,1,17,1.09,0.93,0
"215",92,1,0,1,0,0,0,1,1,4,1,15,1.09,0.95,0
"216",93,1,0,0,1,0,0,0,1,2.5,1,16,NA,NA,0
"217",95,2,0,1,0,0,0,0,1,18,0,10,1.06,0.8,0
"218",96,2,0,0,1,0,0,0,1,0,0,10,1.06,1.01,0
"219",97,2,0,1,0,0,0,0,1,0,0,10,1.02,0.75,0
"220",98,2,0,1,0,0,0,1,1,0,0,10,1.06,0.8,0
"221",99,3,0,1,0,0,0,1,1,60,1,24,1.23,NA,0
"222",101,3,0,1,0,0,0,1,1,4.5,0,15,1.2,1.18,0
"223",102,3,1,0,0,0,0,0,1,12,0,16,1.06,0.91,0
"224",104,4,0,1,0,0,0,1,1,40,0,11.5,0.95,0.84,0
"225",105,1,0,0,1,0,0,0,1,0,0,16.5,0.96,1,0
"226",106,1,0,0,1,0,0,0,1,0,0,16,1.06,0.95,0
"227",107,1,0,0,1,0,0,0,1,6,1,14.5,1.17,0.95,0
"228",108,1,0,0,1,0,0,0,1,13.5,0,17,1.27,1.01,0
"229",111,3,0,0,1,0,0,0,1,17,0,16,1.17,1.06,0
"230",114,1,0,1,0,0,0,0,1,0,0,16,1.07,0.95,0
"231",115,1,0,1,0,0,0,0,1,20,0,17,1.06,0.95,0
"232",116,1,0,1,0,0,0,0,1,4,0,13,1.49,1.02,0
"233",118,1,0,0,1,0,0,0,1,10,0,15,1.06,0.95,0
"234",119,1,0,0,1,0,0,0,1,12,0,16.5,1.06,0.91,0
"235",120,1,0,1,0,0,0,0,1,0,1,16,1.13,0.98,0
"236",122,1,0,0,1,0,0,0,1,1,0,12.5,NA,1.12,0
"237",124,1,0,1,0,0,0,0,1,8,0,15,1.06,0.91,0
"238",125,2,0,1,0,0,0,0,1,15,0,12.5,0.91,0.85,0
"239",130,3,0,1,0,0,0,0,1,7,1,18,1.12,1.07,0
"240",132,3,0,1,0,0,0,0,1,20,1,24,1.28,1.06,0
"241",133,3,0,1,0,0,0,0,1,6,1,17,1.12,1.07,0
"242",134,3,0,1,0,0,0,0,1,5.5,0,16,1.09,NA,0
"243",136,3,0,1,0,0,0,0,1,14.5,1,17,1.12,1.07,0
"244",137,3,0,0,1,0,0,0,1,15,1,16,1.12,1.06,0
"245",140,4,0,1,0,0,0,0,1,0,0,11.5,0.91,0.86,0
"246",141,4,0,1,0,0,0,0,1,10,0,12.5,1.02,0.91,0
"247",142,4,0,0,1,0,0,0,1,15,0,11.5,1.06,0.95,0
"248",146,1,0,0,1,0,0,0,1,8,0,16,1.06,1,0
"249",149,1,0,0,1,0,0,0,1,0,0,16,1.06,0.95,0
"250",150,1,0,0,1,0,0,0,1,0,0,16,1.23,0.89,0
"251",156,1,0,0,1,0,0,0,1,8,0,15,1.06,0.95,0
"252",158,2,0,0,1,0,0,0,1,2,0,10,0.92,0.7,0
"253",159,2,0,0,1,0,0,0,1,6,0,10.5,0.98,0.85,0
"254",162,3,0,0,1,0,0,0,1,0,1,16.5,1.12,1.02,0
"255",166,4,0,0,1,0,0,0,1,8,0,11.5,0.95,0.85,0
"256",168,1,0,0,1,0,0,0,1,5,0,15,1.06,0.95,0
"257",171,1,0,0,1,0,0,1,1,2,1,16,1.09,0.95,0
"258",172,1,0,0,1,0,0,0,1,0,0,12.5,1.12,1.02,0
"259",173,1,0,0,1,0,0,0,1,6,0,17.5,1.06,0.95,0
"260",174,1,0,0,1,0,0,1,1,11,0,16,1.18,0.88,0
"261",176,1,0,0,1,0,0,0,1,15,0,16,1.06,NA,0
"262",178,2,0,0,1,0,0,1,1,13,1,10,0.91,0.85,0
"263",179,2,0,0,1,0,0,0,1,2,0,10.5,0.91,0.91,0
"264",180,2,0,0,1,0,0,1,1,8,0,11,1.06,1.01,0
"265",182,2,1,0,0,0,0,1,1,3,0,11,1.06,1.01,0
"266",183,2,0,0,1,0,0,0,1,12,0,11,1.06,1.01,0
"267",185,2,0,1,0,0,0,1,1,2,0,10.5,1.06,1.01,0
"268",186,3,0,0,1,0,0,0,1,10,0,16,1.12,1.02,0
"269",189,3,0,0,1,0,0,0,1,4,0,15,1.12,1.07,0
"270",192,4,0,0,1,0,0,0,1,20,0,12,0.91,0.85,0
"271",193,4,0,0,1,0,0,1,1,1,0,11,0.95,0.85,0
"272",195,4,0,0,1,0,0,1,1,0,0,11.5,1.06,0.85,0
"273",198,1,0,0,1,0,0,0,1,NA,0,16,1.06,0.95,0
"274",199,2,0,0,1,0,0,0,1,0,0,10,0.85,0.8,0
"275",200,1,0,0,1,0,0,0,1,0,0,18,1.06,0.91,0
"276",201,1,0,0,1,0,0,0,1,0,0,17,1.06,1.02,0
"277",202,1,0,0,1,0,0,0,1,30,0,19,1.17,0.95,0
"278",203,1,0,0,1,0,0,0,1,9,0,17,1.06,0.95,0
"279",204,1,0,0,1,0,0,0,1,10,0,17.5,1.06,1,0
"280",207,2,0,0,1,0,0,0,1,8,1,12,1.06,0.85,0
"281",208,3,0,0,1,0,0,0,1,12,1,17,1.19,0.94,0
"282",209,3,0,0,1,0,0,0,1,4,1,18,1.17,0.95,0
"283",210,4,0,0,1,0,0,0,1,0,1,11.5,1.06,0.95,0
"284",211,1,1,0,0,0,0,0,1,3,0,15,1.02,0.95,0
"285",212,1,1,0,0,0,0,0,1,11,0,16,1.06,0.88,0
"286",213,1,1,0,0,0,0,0,1,4.5,1,17.5,0.96,0.93,0
"287",214,1,1,0,0,0,0,0,1,2,0,16,1.02,0.89,0
"288",215,1,1,0,0,0,0,0,1,10,0,16,1.06,0.89,0
"289",216,2,1,0,0,0,0,0,1,2,0,10.5,1.06,0.95,0
"290",217,2,1,0,0,0,0,0,1,2,1,10,0.95,0.74,0
"291",218,2,1,0,0,0,0,0,1,7,1,10,0.85,0.74,0
"292",219,2,1,0,0,0,0,0,1,3,1,10,0.91,0.74,0
"293",220,2,1,0,0,0,0,0,1,3,0,10,1.06,0.95,0
"294",221,2,1,0,0,0,0,0,1,1,0,11,1.02,0.95,0
"295",222,3,1,0,0,0,0,0,1,2,1,12.5,1.12,0.85,0
"296",223,3,1,0,0,0,0,0,1,3,1,16,NA,NA,0
"297",225,3,1,0,0,0,0,0,1,3,1,17,1.06,0.91,0
"298",226,4,1,0,0,0,0,0,1,0,0,11.5,0.95,0.71,0
"299",228,4,1,0,0,0,0,0,1,3,0,12.5,0.95,0.86,0
"300",229,1,0,0,1,0,0,0,1,3,0,13.5,0.95,0.95,0
"301",230,1,0,0,1,0,0,0,1,0,0,17,1.02,0.95,0
"302",232,1,0,0,1,0,0,0,1,18,0,16,1.06,0.95,0
"303",233,1,0,0,1,0,0,0,1,19,0,16,1.17,0.95,0
"304",235,1,0,0,1,0,0,0,1,5,0,16,1.02,0.95,0
"305",237,1,0,0,1,0,0,0,1,12,0,16,1.11,0.95,0
"306",238,2,0,0,1,0,0,0,1,0,1,12,1.06,1.02,0
"307",239,2,0,0,1,0,0,0,1,15,0,13.5,1.05,0.95,0
"308",243,3,0,0,1,0,0,0,1,7,1,16.5,1.07,1.02,0
"309",244,3,0,0,1,0,0,0,1,12,1,18,1.17,1.12,0
"310",247,4,0,0,1,0,0,0,1,0,0,15.5,1.06,1.05,0
"311",248,4,0,0,1,0,0,0,1,8,0,16,1.17,0.95,0
"312",249,1,1,0,0,0,0,1,1,6,0,15,1.13,1.06,0
"313",250,2,1,0,0,0,0,1,1,1,1,10,0.85,NA,0
"314",253,3,1,0,0,0,0,0,1,7,1,13,1.23,1.06,0
"315",257,1,1,0,0,0,0,1,1,20,0,16,1.02,0.88,0
"316",258,1,1,0,0,0,0,0,1,4,0,16,1.06,0.92,0
"317",260,1,1,0,0,0,0,0,1,10,1,16,1.06,0.93,0
"318",262,1,1,0,0,0,0,0,1,7,0,16.5,1.06,0.95,0
"319",264,1,1,0,0,0,0,0,1,0,0,15,1.02,0.88,0
"320",265,1,1,0,0,0,0,0,1,0,0,16,1.02,0.88,0
"321",267,1,1,0,0,0,0,0,1,6.5,0,16,0.9,0.8,0
"322",269,2,1,0,0,0,0,0,1,2,1,10,0.95,0.69,0
"323",273,2,1,0,0,0,0,0,1,2,1,10,0.95,0.74,0
"324",275,2,1,0,0,0,0,0,1,4,1,11,0.95,0.79,0
"325",277,2,1,0,0,0,0,0,1,2,1,10,0.95,0.85,0
"326",278,2,1,0,0,0,0,0,1,3,1,10,0.95,0.74,0
"327",282,3,1,0,0,0,0,0,1,2,1,16,1.06,0.91,0
"328",284,3,1,0,0,0,0,0,1,5,1,16,1.02,0.91,0
"329",285,3,1,0,0,0,0,0,1,3,1,16,1.02,0.91,0
"330",286,3,1,0,0,0,0,0,1,1,1,11.5,1.12,NA,0
"331",287,3,1,0,0,0,0,0,1,3,1,16,1.06,0.91,0
"332",288,3,1,0,0,0,0,0,1,0,1,16,1.02,0.95,0
"333",289,3,1,0,0,0,0,0,1,2,1,16,1.02,0.95,0
"334",290,4,1,0,0,0,0,0,1,8,0,12.5,0.95,0.89,0
"335",291,4,1,0,0,0,0,0,1,4,0,11.5,0.95,0.86,0
"336",292,4,1,0,0,0,0,1,1,10,0,16,0.95,0.92,0
"337",295,1,0,0,1,0,0,0,1,8,0,16.5,1.06,0.95,0
"338",297,1,0,0,1,0,0,0,1,9,1,16,1.06,0.91,0
"339",303,3,0,0,1,0,0,0,1,10,1,17,1.12,1,0
"340",304,3,0,0,1,0,0,0,1,10,0,17,1.27,1.27,0
"341",305,3,0,0,1,0,0,0,1,0,1,17,1.27,1.27,0
"342",307,3,0,0,1,0,0,0,1,17.5,1,18,1.19,1.19,0
"343",310,4,0,0,1,0,0,0,1,0,0,11.5,0.91,0.91,0
"344",312,1,1,0,0,0,0,1,1,4,0,11,1.22,1.06,0
"345",313,1,1,0,0,0,0,1,1,11,0,15,1.06,0.93,0
"346",314,1,1,0,0,0,0,1,1,8,0,15,1.06,0.95,0
"347",316,1,1,0,0,0,0,1,1,15,1,16,1.06,0.92,0
"348",317,1,1,0,0,0,0,1,1,0,0,12,1.22,0.93,0
"349",318,2,1,0,0,0,0,1,1,5,0,12,1.23,0.98,0
"350",319,2,1,0,0,0,0,1,1,0,0,12.5,1.06,0.85,0
"351",322,3,1,0,0,0,0,1,1,8,1,16,1.06,1.06,0
"352",325,3,1,0,0,0,0,1,1,4,1,15,1.09,1.06,0
"353",333,1,0,1,0,0,0,0,1,2,0,15,1.02,0.88,0
"354",336,1,1,0,0,0,0,0,1,28,0,15,1.02,0.91,0
"355",337,1,1,0,0,0,0,0,1,5,1,17,1.06,0.93,0
"356",339,1,1,0,0,0,0,0,1,18,1,16,1.06,0.85,0
"357",340,1,1,0,0,0,0,0,1,6,0,14.5,0.96,0.95,0
"358",341,2,1,0,0,0,0,0,1,2,1,9.5,0.95,0.74,0
"359",343,2,1,0,0,0,0,0,1,10,1,10.5,0.95,0.74,0
"360",346,2,1,0,0,0,0,0,1,2,1,10,0.95,NA,0
"361",348,3,0,1,0,0,0,0,1,3,1,10.5,1.02,1.06,0
"362",350,3,1,0,0,0,0,0,1,8,1,16,1.06,0.91,0
"363",351,3,1,0,0,0,0,0,1,2,1,16,1.02,0.9,0
"364",352,3,0,0,1,0,0,0,1,0,1,11.5,1.12,0.91,0
"365",353,3,1,0,0,0,0,0,1,7.5,1,16,1.07,0.85,0
"366",355,4,0,1,0,0,0,0,1,2,0,11.5,0.95,0.92,0
"367",359,1,1,0,0,0,0,0,1,0,1,15,1.02,0.85,0
"368",360,1,1,0,0,0,0,0,1,3,0,15,1.06,0.84,0
